item_id,source_file,source_sheet,source_row,original_name
BF-000064,B,조립 자재,374,HANDLE ASS'Y (BAT BOTTOM + 배터리 없는것)
BF-000065,B,조립 자재,375,HANDLE ASS'Y (리모콘 적용 + BAT BOTTOM + 배터리 없는것)
BF-000066,B,조립 자재,376,CRADLE ASS'Y (프레임 X)
BA-000087,B,조립 자재,378,배터리_ 21.0V (5셀)
BA-000088,B,조립 자재,382,20V 2A 충전기
BA-000089,B,조립 자재,393,연아크릴 [60∮] - 12T
BA-000090,B,조립 자재,394,연아크릴 [65∮] - 12T
BA-000091,B,조립 자재,396,연아크릴 [65∮] - 12T (8T 대용)
BA-000092,B,조립 자재,398,ADX6000_연아크릴 [직사각형 215*195mm] - 8T
BA-000093,B,조립 자재,400,실드 오링[60∮] _ AN-2.5 에이밍 사용
BA-000094,B,조립 자재,402,ADX4000용 연아크릴 실리콘 오링 4040
BA-000095,B,조립 자재,403,ADX6000_연아크릴 실리콘 오링
BA-000096,B,조립 자재,405,FOOT RUBBER
BA-000097,B,조립 자재,406,실리콘 켑
BA-000098,B,조립 자재,410,우루과이 네임 플레이트
BA-000099,B,조립 자재,411,ADX4000 NAME PLATE
BA-000100,B,조립 자재,416,실리카겔 [부직포 20g]
BA-000101,B,조립 자재,417,가방끈(일본에 적용)
BA-000102,B,조립 자재,418,제품 스트랩 (호주에 적용)
BA-000103,B,조립 자재,424,사각 줄자 (White)
BA-000104,B,조립 자재,433,i cam 구강 카메라
BA-000105,B,조립 자재,435,Rex2 Elite [XVS2530] Size 1.5
BA-000106,B,조립 자재,436,Rex2 Elite [iRay] Size 2.0
BA-000107,B,조립 자재,444,"PIXXGEN_ PIXX1717W (Size 17""x17"")"
BA-000108,B,조립 자재,445,"CareRay_ CareView1800Cwe (Size 17""x17"")"
BA-000109,B,조립 자재,449,가방+내부FOAM(계란판) 공용
BA-000110,B,조립 자재,450,가방+내부FOAM(계란판) 공용
BA-000111,B,조립 자재,452,가방(로고 없는것 )+내부FOAM(계란판)
BA-000112,B,조립 자재,453,디텍터 가방
BA-000113,B,조립 자재,456,"ADX4000W _ [15cm cone용] 내부 FOAM (상판 ,하판,계란판)"
BA-000114,B,조립 자재,459,"COCOON _ [20cm cone용] 내부 FOAM (상판 ,하판,계란판)"
BA-000115,B,조립 자재,460,"ADX6000 _ 내부 FOAM (상판 ,하판,계란판)"
BA-000116,B,조립 자재,461,"SOLO _ [18cm cone용] 내부 FOAM (상판, 하판) Forensic용 손잡이 분리형"
BA-000117,B,조립 자재,464,"SOLO _ [20cm cone용] 내부 FOAM (상판, 하판) 손잡이 체결형"
BA-000118,B,조립 자재,470,"DX3000,ADX4000W _ 카톤 박스 [490*460*370]"
BA-000119,B,조립 자재,472,ADX6000s _ 카톤 박스 [500*460*520]
BA-000120,B,조립 자재,480,DX3000M 저가형 에어셀
BA-000121,B,조립 자재,495,Hand_Topr Cover_ 블랙
BA-000122,B,조립 자재,496,Short PCB Guider _ 블랙
BA-000123,B,조립 자재,498,LCD 가이드 _ 블랙
BA-000124,B,조립 자재,504,마운트 ( 알루미늄_1/4 PT 탭 x 12mm)
BA-000125,B,조립 자재,505,"Bat_경첩 ( 2Ø, 26.2mm )"
BA-000126,B,조립 자재,506,Bat_Rubber (실리콘/ 양면테잎 적용)
BA-000127,B,조립 자재,508,배터리_단자대
BA-000128,B,조립 자재,509,에이밍 라이트 은경
BA-000129,B,조립 자재,511,에이밍 BODY뭉치 _ 블랙
BA-000130,B,조립 자재,512,에이밍 라이트 PCB 보드
BA-000131,B,조립 자재,513,POWER_BD
BA-000132,B,조립 자재,514,OP_BD
BA-000133,B,조립 자재,520,Harness-01 - COCOON과 공용 ( BATCON BD+EXP BD 연결 _16AWG 실리콘 / 150mm)
BA-000134,B,조립 자재,522,Harness-03 ( OP BD+POWER BD 연결_26AWG / 125mm(6번 제외) )
BA-000135,B,조립 자재,523,Harness-04 ( OP BD + CTR BD 연결 _0.5mm FFC / 100mm )
BA-000136,B,조립 자재,524,Harness-05 ( Main PCB + 리모콘 BD 연결 3핀 )
BF-000067,B,조립 자재,526,SOLO _ TOP BODY ASS'Y
BF-000068,B,조립 자재,527,SOLO _ BOTTOM BODY ASS'Y
BF-000069,B,조립 자재,528,SOLO _ OP BD Ass'y
BF-000070,B,조립 자재,529,SOLO _ HANDLE ASS'Y
BF-000071,B,조립 자재,530,SOLO _ 에이밍 라이트 ASS'Y
HA-000001,C,고압,11,RK92-11XD307J (시멘트 저항)
HA-000002,C,고압,15,고압용(세라믹103)
HA-000003,C,고압,23,15k/Surge
VA-000001,C,고압,31,0.8T 알루미늄 필터
HA-000004,C,고압,38,T 코어 (히터트랜스용)
HA-000005,C,고압,39,히터트랜스포머 24턴
HA-000006,C,고압,40,히터트랜스포머 20턴 작업完
HA-000007,C,고압,41,히터트랜스포머 20턴
HA-000008,C,고압,42,센더스트 코어 작업完
HA-000009,C,고압,43,트랜스포머
HA-000010,C,고압,44,트랜스포머
HA-000011,C,고압,45,트랜스포머
HA-000012,C,고압,46,트랜스포머
HA-000013,C,고압,49,튜브 고정 보드 케소드 (필라멘트)
HA-000014,C,고압,50,에노드 튜브 고정 보드(나사)
HA-000015,C,고압,51,ADX6000 고압 베어보드
HA-000016,C,고압,52,ADX6000 신형 고압 베어보드
HA-000017,C,고압,53,고압베어 B/D (Ver. 2.5)
HA-000018,C,고압,54,고압베어B/D (신형) (Ver. 1.0.1)
HA-000019,C,고압,56,고압베어B/D (4개 1세트)
HA-000020,C,고압,57,고압베어B/D (신형) (Ver. 2.12)
HA-000021,C,고압,58,튜브 고정 지지대 (Ver 2.12에 사용)
HA-000022,C,고압,59,고압베어B/D (D-0813) (Ver 1.0.0)
HA-000023,C,고압,62,튜브 고정 보드 에노드 (나사)
HA-000024,C,고압,63,튜브 고정 보드 케소드 (필라멘트)
VA-000002,C,고압,67,8핀 BD
VA-000003,C,고압,69,9핀 BD
VA-000004,C,고압,70,10핀 BD
VA-000005,C,고압,73,D3CT (TFT용)
VA-000006,C,고압,74,DC3D (유럽용)
VA-000007,C,고압,75,D3CL (미국용)
VA-000008,C,고압,76,A4CB
VA-000009,C,고압,78,CSCB
VA-000010,C,고압,79,D3CV
VA-000011,C,고압,82,A6CB
VA-000012,C,고압,83,COCB
HA-000025,C,고압,84,캐논튜브 60KV 하우징 [D-081B]
HA-000026,C,고압,85,세라믹튜브 70KV 하우징 [DXDR-070]
HA-000027,C,고압,86,캐논튜브 70KV 하우징 [D-041]
HA-000028,C,고압,87,캐논튜브 80KV 하우징 [D-0813]
HA-000029,C,고압,88,세라믹튜브 100KV 하우징 [DXDR-100]
HA-000030,C,고압,89,CEI튜브 90KV 하우징 [OX-70]
HA-000031,C,고압,90,고압보드SMT 完 (Ver. 2.5)
HA-000032,C,고압,91,고압보드SMT 完 (신형) (Ver. 1.0.1)
HA-000033,C,고압,92,고압보드SMT 完
HA-000034,C,고압,93,고압보드SMT 完 (신형)
HA-000035,C,고압,94,고압보드SMT 完
HA-000036,C,고압,95,고압보드SMT 完 [Ver 2.12 신형]
HA-000037,C,고압,96,고압보드 SMT (DXDR-070)
HA-000038,C,고압,97,고압보드 SMT (D-041)
HA-000039,C,고압,98,고압보드 SMT 完 (D-0813) (Ver 1.0.0)
HA-000040,C,고압,103,DXDR-070 하우징용 파이프
HA-000041,C,고압,104,D-041 하우징용 파이프
HA-000042,C,고압,105,PE 하우징 파이프
VA-000013,C,고압,106,베크라이트케이스
VA-000014,C,고압,109,(nc)케이스
VA-000015,C,고압,110,(nc)케이스
VA-000016,C,고압,113,신주케이스 뚜껑
VA-000017,C,고압,114,3 PIN (봉 단위)
VA-000018,C,고압,115,4 PIN (봉 단위)
VA-000019,C,고압,116,4 PIN (봉 단위)
VA-000020,C,고압,117,5 PIN (봉 단위)
VA-000021,C,고압,118,5 PIN (봉 단위)
VA-000022,C,고압,120,신주케이스 뚜껑
VA-000023,C,고압,121,신주케이스
VA-000024,C,고압,122,신주케이스
VA-000025,C,고압,123,신주케이스
VA-000026,C,고압,124,신주케이스 (10P)
VA-000027,C,고압,125,신주케이스 (10P)
VA-000028,C,고압,126,신주케이스
VA-000029,C,고압,129,방사구
VA-000030,C,고압,130,방사구 (외부탭)
VA-000031,C,고압,132,신주케이스 작업완료
VA-000032,C,고압,133,신주케이스(9P) 작업완료
VA-000033,C,고압,134,신주케이스 작업완료
VA-000034,C,고압,135,신주케이스 작업완료
VA-000035,C,고압,136,신주케이스(10P) 작업완료
VA-000036,C,고압,137,신주케이스 작업완료
VA-000037,C,고압,138,신주케이스(10P) 작업완료
VA-000038,C,고압,139,신주케이스 작업완료
VA-000039,C,고압,143,발생부 고압B/D+튜브 최종 작업完
VA-000040,C,고압,144,발생부 고압B/D+튜브 최종 작업完 (9P)
VA-000041,C,고압,145,발생부 고압B/D+튜브 최종 작업完
VA-000042,C,고압,146,발생부 고압B/D+튜브 최종 작업完 [D-0813]
VA-000043,C,고압,147,발생부 고압B/D+튜브 최종 작업完 [DXDR-100]
VA-000044,C,고압,148,발생부 고압B/D+튜브 최종 작업完 [OX-70]
VA-000045,C,고압,149,발생부 고압B/D+튜브 최종 작업完
VA-000046,C,고압,150,발생부 고압B/D+튜브 최종 작업完 (10핀)[D-0813]
VA-000047,C,고압,151,발생부 고압B/D+튜브 최종 작업完 [Ver 2.12]
VA-000048,C,고압,152,발생부 고압B/D+튜브 최종 작업完 (10핀)[D-0813]
VA-000049,C,고압,153,발생부 고압B/D+튜브 최종 작업完 [CBT]
VA-000050,C,고압,157,발생부(진공)
VA-000051,C,고압,158,발생부(9P)(진공)
VA-000052,C,고압,159,발생부(진공)
VA-000053,C,고압,160,발생부(진공)
VA-000054,C,고압,161,발생부(10P)(진공)
VA-000055,C,고압,162,발생부(진공)
VA-000056,C,고압,163,발생부진공)
VA-000057,C,고압,164,발생부(10P)(진공)
VA-000058,C,고압,166,D3GR + D3CD (해외용)
VA-000059,C,고압,167,D3GR + D3CL (미국용)
VA-000060,C,고압,168,D3GR + D3CT (TFT용)
VA-000061,C,고압,169,A4GR + A4CB
VA-000062,C,고압,170,A6GR (10핀)
VA-000063,C,고압,173,CSGR + CSCB
VA-000064,C,고압,174,COGR + FET BD
VA-000065,C,고압,175,"D3GR + D3CD (해외용) 60KV, 2mA"
VA-000066,C,고압,176,"D3GR + D3CD + 1.4T (Safari Dental용) 60KV, 2mA"
VA-000067,C,고압,177,"D3GR + D3CL (미국용) 65kv, 1.7mA"
VA-000068,C,고압,179,A4GR + A4CB 60KV 2mA
VA-000069,C,고압,180,A4GR + A4CB + 1.4T (Safari Dental용) 60KV 2mA
VA-000070,C,고압,181,"XG + A6CTR 80KV, 5mA"
VA-000071,C,고압,182,A6GR + A6CB 90KV 6mA
VA-000072,C,고압,183,"COGR + COCB + FET BD 70kv, 2mA"
VA-000073,C,고압,184,CSGR + CSCB 70KV 2mA
HA-000043,C,고압,201,V1.1.1
HA-000044,C,고압,202,V1.5
HA-000045,C,고압,203,v2.20.5
HA-000046,C,고압,204,V2.1
HA-000047,C,고압,205,V2.0.0
